Country,País,Year,Sector,%GDP,ISO3
Estonia,Estonia,2022,Business enterprise sector,0.99,EST
Greece,Grecia,2022,Business enterprise sector,0.72,GRC
Spain,España,2022,Business enterprise sector,0.79,ESP
France,Francia,2022,Business enterprise sector,1.47,FRA
Croatia,Croacia,2022,Business enterprise sector,0.77,HRV
Italy,Italia,2022,Business enterprise sector,0.81,ITA
Cyprus,Chipre,2022,Business enterprise sector,0.29,CYP
Latvia,Letonia,2022,Business enterprise sector,0.29,LVA
Lithuania,Lituania,2022,Business enterprise sector,0.53,LTU
Luxembourg,Luxemburgo,2022,Business enterprise sector,0.51,LUX
Hungary,Hungría,2022,Business enterprise sector,1.0,HUN
Malta,Malta,2022,Business enterprise sector,0.36,MLT
Netherlands,Países Bajos,2022,Business enterprise sector,1.49,NLD
Austria,Austria,2022,Business enterprise sector,2.19,AUT
Poland,Polonia,2022,Business enterprise sector,0.95,POL
Portugal,Portugal,2022,Business enterprise sector,1.05,PRT
Romania,Rumanía,2022,Business enterprise sector,0.29,ROU
Slovenia,Eslovenia,2022,Business enterprise sector,1.48,SVN
Slovakia,Eslovaquia,2022,Business enterprise sector,0.56,SVK
Finland,Finlandia,2022,Business enterprise sector,2.03,FIN
Sweden,Suecia,2022,Business enterprise sector,2.56,SWE
Iceland,Islandia,2022,Business enterprise sector,1.88,ISL
Norway,Noruega,2022,Business enterprise sector,0.86,NOR
North Macedonia,Macedonia del Norte,2022,Business enterprise sector,0.1,MKD
Serbia,Serbia,2022,Business enterprise sector,0.4,SRB
Türkiye,Turquía,2022,Business enterprise sector,0.81,TUR
United States,Estados Unidos,2022,Business enterprise sector,2.83,USA
China except Hong Kong,China (excepto Hong Kong),2022,Business enterprise sector,1.98,CHN
Japan,Japón,2022,Business enterprise sector,2.7,JPN
South Korea,Corea del Sur,2022,Business enterprise sector,3.85,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2023,Business enterprise sector,1.47,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2023,Business enterprise sector,1.49,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2023,Business enterprise sector,1.49,EMU
Belgium,Bélgica,2023,Business enterprise sector,2.46,BEL
Bulgaria,Bulgaria,2023,Business enterprise sector,0.51,BGR
Czechia,Chequia,2023,Business enterprise sector,1.19,CZE
Denmark,Dinamarca,2023,Business enterprise sector,1.83,DNK
Germany,Alemania,2023,Business enterprise sector,2.12,DEU
Estonia,Estonia,2023,Business enterprise sector,1.06,EST
Greece,Grecia,2023,Business enterprise sector,0.74,GRC
Spain,España,2023,Business enterprise sector,0.84,ESP
France,Francia,2023,Business enterprise sector,1.44,FRA
Croatia,Croacia,2023,Business enterprise sector,0.76,HRV
Italy,Italia,2023,Business enterprise sector,0.76,ITA
Cyprus,Chipre,2023,Business enterprise sector,0.28,CYP
Latvia,Letonia,2023,Business enterprise sector,0.3,LVA
Lithuania,Lituania,2023,Business enterprise sector,0.44,LTU
Luxembourg,Luxemburgo,2023,Business enterprise sector,0.48,LUX
Hungary,Hungría,2023,Business enterprise sector,1.01,HUN
Malta,Malta,2023,Business enterprise sector,0.34,MLT
Netherlands,Países Bajos,2023,Business enterprise sector,1.44,NLD
Austria,Austria,2023,Business enterprise sector,2.27,AUT
Poland,Polonia,2023,Business enterprise sector,1.01,POL
Portugal,Portugal,2023,Business enterprise sector,1.06,PRT
Romania,Rumanía,2023,Business enterprise sector,0.32,ROU
Slovenia,Eslovenia,2023,Business enterprise sector,1.47,SVN
Slovakia,Eslovaquia,2023,Business enterprise sector,0.58,SVK
Finland,Finlandia,2023,Business enterprise sector,2.09,FIN
Sweden,Suecia,2023,Business enterprise sector,2.65,SWE
Iceland,Islandia,2023,Business enterprise sector,1.87,ISL
Norway,Noruega,2023,Business enterprise sector,1.05,NOR
Serbia,Serbia,2023,Business enterprise sector,0.38,SRB
European Union - 27 countries (from 2020),Unión Europea (27 países),2012,Government sector,0.27,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2012,Government sector,0.28,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2012,Government sector,0.28,EMU
Belgium,Bélgica,2012,Government sector,0.19,BEL
Bulgaria,Bulgaria,2012,Government sector,0.18,BGR
Czechia,Chequia,2012,Government sector,0.34,CZE
Denmark,Dinamarca,2012,Government sector,0.07,DNK
Germany,Alemania,2012,Government sector,0.4,DEU
Estonia,Estonia,2012,Government sector,0.2,EST
Ireland,Irlanda,2012,Government sector,0.07,IRL
Greece,Grecia,2012,Government sector,0.18,GRC
Spain,España,2012,Government sector,0.25,ESP
France,Francia,2012,Government sector,0.29,FRA
Croatia,Croacia,2012,Government sector,0.2,HRV
Italy,Italia,2012,Government sector,0.19,ITA
Cyprus,Chipre,2012,Government sector,0.07,CYP
Latvia,Letonia,2012,Government sector,0.19,LVA
Lithuania,Lituania,2012,Government sector,0.18,LTU
Luxembourg,Luxemburgo,2012,Government sector,0.34,LUX
Hungary,Hungría,2012,Government sector,0.18,HUN
Malta,Malta,2012,Government sector,0.06,MLT
Netherlands,Países Bajos,2012,Government sector,0.23,NLD
Austria,Austria,2012,Government sector,0.13,AUT
Poland,Polonia,2012,Government sector,0.25,POL
Portugal,Portugal,2012,Government sector,0.07,PRT
Romania,Rumanía,2012,Government sector,0.19,ROU
Slovenia,Eslovenia,2012,Government sector,0.34,SVN
Slovakia,Eslovaquia,2012,Government sector,0.19,SVK
Finland,Finlandia,2012,Government sector,0.31,FIN
Sweden,Suecia,2012,Government sector,0.16,SWE
Norway,Noruega,2012,Government sector,0.26,NOR
Switzerland,Suiza,2012,Government sector,0.02,CHE
United Kingdom,Reino Unido,2012,Government sector,0.13,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2012,Government sector,0.04,BIH
Serbia,Serbia,2012,Government sector,0.24,SRB
Türkiye,Turquía,2012,Government sector,0.09,TUR
Russia,Rusia,2012,Government sector,0.33,RUS
United States,Estados Unidos,2012,Government sector,0.33,USA
China except Hong Kong,China (excepto Hong Kong),2012,Government sector,0.31,CHN
Japan,Japón,2012,Government sector,0.27,JPN
South Korea,Corea del Sur,2012,Government sector,0.41,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2013,Government sector,0.26,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2013,Government sector,0.27,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2013,Government sector,0.27,EMU
Belgium,Bélgica,2013,Government sector,0.2,BEL
Bulgaria,Bulgaria,2013,Government sector,0.19,BGR
Czechia,Chequia,2013,Government sector,0.36,CZE
Denmark,Dinamarca,2013,Government sector,0.07,DNK
Germany,Alemania,2013,Government sector,0.41,DEU
Estonia,Estonia,2013,Government sector,0.15,EST
Ireland,Irlanda,2013,Government sector,0.07,IRL
Greece,Grecia,2013,Government sector,0.23,GRC
Spain,España,2013,Government sector,0.24,ESP
France,Francia,2013,Government sector,0.29,FRA
Croatia,Croacia,2013,Government sector,0.2,HRV
Italy,Italia,2013,Government sector,0.18,ITA
Cyprus,Chipre,2013,Government sector,0.07,CYP
Latvia,Letonia,2013,Government sector,0.18,LVA
Lithuania,Lituania,2013,Government sector,0.19,LTU
Luxembourg,Luxemburgo,2013,Government sector,0.36,LUX
Hungary,Hungría,2013,Government sector,0.21,HUN
Malta,Malta,2013,Government sector,0.07,MLT
Netherlands,Países Bajos,2013,Government sector,0.13,NLD
Austria,Austria,2013,Government sector,0.13,AUT
Poland,Polonia,2013,Government sector,0.24,POL
Portugal,Portugal,2013,Government sector,0.09,PRT
Romania,Rumanía,2013,Government sector,0.19,ROU
Slovenia,Eslovenia,2013,Government sector,0.34,SVN
Slovakia,Eslovaquia,2013,Government sector,0.17,SVK
Finland,Finlandia,2013,Government sector,0.29,FIN
Sweden,Suecia,2013,Government sector,0.12,SWE
Iceland,Islandia,2013,Government sector,0.12,ISL
Norway,Noruega,2013,Government sector,0.26,NOR
United Kingdom,Reino Unido,2013,Government sector,0.13,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2013,Government sector,0.02,BIH
Montenegro,Montenegro,2013,Government sector,0.06,MNE
Serbia,Serbia,2013,Government sector,0.22,SRB
Türkiye,Turquía,2013,Government sector,0.08,TUR
Russia,Rusia,2013,Government sector,0.31,RUS
United States,Estados Unidos,2013,Government sector,0.31,USA
China except Hong Kong,China (excepto Hong Kong),2013,Government sector,0.32,CHN
Japan,Japón,2013,Government sector,0.3,JPN
South Korea,Corea del Sur,2013,Government sector,0.41,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2014,Government sector,0.26,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2014,Government sector,0.27,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2014,Government sector,0.27,EMU
Belgium,Bélgica,2014,Government sector,0.21,BEL
Bulgaria,Bulgaria,2014,Government sector,0.2,BGR
Czechia,Chequia,2014,Government sector,0.37,CZE
Denmark,Dinamarca,2014,Government sector,0.07,DNK
Germany,Alemania,2014,Government sector,0.41,DEU
Estonia,Estonia,2014,Government sector,0.15,EST
Ireland,Irlanda,2014,Government sector,0.06,IRL
Greece,Grecia,2014,Government sector,0.23,GRC
Spain,España,2014,Government sector,0.23,ESP
France,Francia,2014,Government sector,0.29,FRA
Croatia,Croacia,2014,Government sector,0.2,HRV
Italy,Italia,2014,Government sector,0.18,ITA
Cyprus,Chipre,2014,Government sector,0.07,CYP
Latvia,Letonia,2014,Government sector,0.17,LVA
Lithuania,Lituania,2014,Government sector,0.18,LTU
Luxembourg,Luxemburgo,2014,Government sector,0.36,LUX
Hungary,Hungría,2014,Government sector,0.18,HUN
Malta,Malta,2014,Government sector,0.07,MLT
Netherlands,Países Bajos,2014,Government sector,0.13,NLD
Austria,Austria,2014,Government sector,0.14,AUT
Poland,Polonia,2014,Government sector,0.23,POL
Portugal,Portugal,2014,Government sector,0.08,PRT
Romania,Rumanía,2014,Government sector,0.16,ROU
Slovenia,Eslovenia,2014,Government sector,0.29,SVN
Slovakia,Eslovaquia,2014,Government sector,0.25,SVK
Finland,Finlandia,2014,Government sector,0.27,FIN
Sweden,Suecia,2014,Government sector,0.12,SWE
Iceland,Islandia,2014,Government sector,0.12,ISL
Norway,Noruega,2014,Government sector,0.26,NOR
Switzerland,Suiza,2014,Government sector,0.03,CHE
United Kingdom,Reino Unido,2014,Government sector,0.12,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2014,Government sector,0.05,BIH
Montenegro,Montenegro,2014,Government sector,0.08,MNE
Serbia,Serbia,2014,Government sector,0.17,SRB
Türkiye,Turquía,2014,Government sector,0.08,TUR
Russia,Rusia,2014,Government sector,0.33,RUS
United States,Estados Unidos,2014,Government sector,0.31,USA
China except Hong Kong,China (excepto Hong Kong),2014,Government sector,0.32,CHN
Japan,Japón,2014,Government sector,0.28,JPN
South Korea,Corea del Sur,2014,Government sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2015,Government sector,0.26,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2015,Government sector,0.27,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2015,Government sector,0.27,EMU
Belgium,Bélgica,2015,Government sector,0.22,BEL
Bulgaria,Bulgaria,2015,Government sector,0.2,BGR
Czechia,Chequia,2015,Government sector,0.39,CZE
Denmark,Dinamarca,2015,Government sector,0.07,DNK
Germany,Alemania,2015,Government sector,0.4,DEU
Estonia,Estonia,2015,Government sector,0.16,EST
Ireland,Irlanda,2015,Government sector,0.05,IRL
Greece,Grecia,2015,Government sector,0.27,GRC
Spain,España,2015,Government sector,0.23,ESP
France,Francia,2015,Government sector,0.29,FRA
Croatia,Croacia,2015,Government sector,0.2,HRV
Italy,Italia,2015,Government sector,0.17,ITA
Cyprus,Chipre,2015,Government sector,0.06,CYP
Latvia,Letonia,2015,Government sector,0.16,LVA
Lithuania,Lituania,2015,Government sector,0.18,LTU
Luxembourg,Luxemburgo,2015,Government sector,0.36,LUX
Hungary,Hungría,2015,Government sector,0.18,HUN
Malta,Malta,2015,Government sector,0.12,MLT
Netherlands,Países Bajos,2015,Government sector,0.13,NLD
Austria,Austria,2015,Government sector,0.14,AUT
Poland,Polonia,2015,Government sector,0.24,POL
Portugal,Portugal,2015,Government sector,0.08,PRT
Romania,Rumanía,2015,Government sector,0.19,ROU
Slovenia,Eslovenia,2015,Government sector,0.3,SVN
Slovakia,Eslovaquia,2015,Government sector,0.32,SVK
Finland,Finlandia,2015,Government sector,0.24,FIN
Sweden,Suecia,2015,Government sector,0.11,SWE
Iceland,Islandia,2015,Government sector,0.1,ISL
Norway,Noruega,2015,Government sector,0.29,NOR
Switzerland,Suiza,2015,Government sector,0.03,CHE
United Kingdom,Reino Unido,2015,Government sector,0.11,GBR
Montenegro,Montenegro,2015,Government sector,0.07,MNE
North Macedonia,Macedonia del Norte,2015,Government sector,0.06,MKD
Serbia,Serbia,2015,Government sector,0.21,SRB
Türkiye,Turquía,2015,Government sector,0.09,TUR
Russia,Rusia,2015,Government sector,0.34,RUS
United States,Estados Unidos,2015,Government sector,0.3,USA
China except Hong Kong,China (excepto Hong Kong),2015,Government sector,0.33,CHN
Japan,Japón,2015,Government sector,0.26,JPN
South Korea,Corea del Sur,2015,Government sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2016,Government sector,0.24,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2016,Government sector,0.26,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2016,Government sector,0.27,EMU
Belgium,Bélgica,2016,Government sector,0.24,BEL
Bulgaria,Bulgaria,2016,Government sector,0.16,BGR
Czechia,Chequia,2016,Government sector,0.3,CZE
Denmark,Dinamarca,2016,Government sector,0.07,DNK
Germany,Alemania,2016,Government sector,0.4,DEU
Estonia,Estonia,2016,Government sector,0.14,EST
Ireland,Irlanda,2016,Government sector,0.05,IRL
Greece,Grecia,2016,Government sector,0.25,GRC
Spain,España,2016,Government sector,0.22,ESP
France,Francia,2016,Government sector,0.28,FRA
Croatia,Croacia,2016,Government sector,0.18,HRV
Italy,Italia,2016,Government sector,0.17,ITA
Cyprus,Chipre,2016,Government sector,0.06,CYP
Latvia,Letonia,2016,Government sector,0.14,LVA
Lithuania,Lituania,2016,Government sector,0.22,LTU
Luxembourg,Luxemburgo,2016,Government sector,0.32,LUX
Hungary,Hungría,2016,Government sector,0.16,HUN
Malta,Malta,2016,Government sector,0.01,MLT
Netherlands,Países Bajos,2016,Government sector,0.13,NLD
Austria,Austria,2016,Government sector,0.22,AUT
Poland,Polonia,2016,Government sector,0.02,POL
Portugal,Portugal,2016,Government sector,0.07,PRT
Romania,Rumanía,2016,Government sector,0.16,ROU
Slovenia,Eslovenia,2016,Government sector,0.27,SVN
Slovakia,Eslovaquia,2016,Government sector,0.17,SVK
Finland,Finlandia,2016,Government sector,0.22,FIN
Sweden,Suecia,2016,Government sector,0.11,SWE
Iceland,Islandia,2016,Government sector,0.1,ISL
Norway,Noruega,2016,Government sector,0.29,NOR
United Kingdom,Reino Unido,2016,Government sector,0.11,GBR
Montenegro,Montenegro,2016,Government sector,0.07,MNE
North Macedonia,Macedonia del Norte,2016,Government sector,0.05,MKD
Serbia,Serbia,2016,Government sector,0.21,SRB
Türkiye,Turquía,2016,Government sector,0.09,TUR
United States,Estados Unidos,2016,Government sector,0.28,USA
China except Hong Kong,China (excepto Hong Kong),2016,Government sector,0.33,CHN
Japan,Japón,2016,Government sector,0.23,JPN
South Korea,Corea del Sur,2016,Government sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2017,Government sector,0.24,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2017,Government sector,0.26,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2017,Government sector,0.26,EMU
Belgium,Bélgica,2017,Government sector,0.25,BEL
Bulgaria,Bulgaria,2017,Government sector,0.17,BGR
Czechia,Chequia,2017,Government sector,0.3,CZE
Denmark,Dinamarca,2017,Government sector,0.09,DNK
Germany,Alemania,2017,Government sector,0.4,DEU
Estonia,Estonia,2017,Government sector,0.15,EST
Ireland,Irlanda,2017,Government sector,0.05,IRL
Greece,Grecia,2017,Government sector,0.25,GRC
Spain,España,2017,Government sector,0.21,ESP
France,Francia,2017,Government sector,0.27,FRA
Croatia,Croacia,2017,Government sector,0.19,HRV
Italy,Italia,2017,Government sector,0.17,ITA
Cyprus,Chipre,2017,Government sector,0.05,CYP
Latvia,Letonia,2017,Government sector,0.14,LVA
Lithuania,Lituania,2017,Government sector,0.25,LTU
Luxembourg,Luxemburgo,2017,Government sector,0.3,LUX
Hungary,Hungría,2017,Government sector,0.17,HUN
Malta,Malta,2017,Government sector,0.0,MLT
Netherlands,Países Bajos,2017,Government sector,0.12,NLD
Austria,Austria,2017,Government sector,0.22,AUT
Poland,Polonia,2017,Government sector,0.02,POL
Portugal,Portugal,2017,Government sector,0.07,PRT
Romania,Rumanía,2017,Government sector,0.16,ROU
Slovenia,Eslovenia,2017,Government sector,0.26,SVN
Slovakia,Eslovaquia,2017,Government sector,0.18,SVK
Finland,Finlandia,2017,Government sector,0.23,FIN
Sweden,Suecia,2017,Government sector,0.12,SWE
Iceland,Islandia,2017,Government sector,0.09,ISL
Norway,Noruega,2017,Government sector,0.28,NOR
Switzerland,Suiza,2017,Government sector,0.03,CHE
United Kingdom,Reino Unido,2017,Government sector,0.11,GBR
Montenegro,Montenegro,2017,Government sector,0.1,MNE
North Macedonia,Macedonia del Norte,2017,Government sector,0.04,MKD
Serbia,Serbia,2017,Government sector,0.23,SRB
Türkiye,Turquía,2017,Government sector,0.09,TUR
Russia,Rusia,2017,Government sector,0.34,RUS
United States,Estados Unidos,2017,Government sector,0.28,USA
China except Hong Kong,China (excepto Hong Kong),2017,Government sector,0.32,CHN
Japan,Japón,2017,Government sector,0.25,JPN
South Korea,Corea del Sur,2017,Government sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2018,Government sector,0.25,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2018,Government sector,0.27,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2018,Government sector,0.27,EMU
Belgium,Bélgica,2018,Government sector,0.26,BEL
Bulgaria,Bulgaria,2018,Government sector,0.17,BGR
Czechia,Chequia,2018,Government sector,0.31,CZE
Denmark,Dinamarca,2018,Government sector,0.09,DNK
Germany,Alemania,2018,Government sector,0.41,DEU
Estonia,Estonia,2018,Government sector,0.16,EST
Ireland,Irlanda,2018,Government sector,0.05,IRL
Greece,Grecia,2018,Government sector,0.27,GRC
Spain,España,2018,Government sector,0.21,ESP
France,Francia,2018,Government sector,0.27,FRA
Croatia,Croacia,2018,Government sector,0.19,HRV
Italy,Italia,2018,Government sector,0.18,ITA
Cyprus,Chipre,2018,Government sector,0.05,CYP
Latvia,Letonia,2018,Government sector,0.15,LVA
Lithuania,Lituania,2018,Government sector,0.21,LTU
Luxembourg,Luxemburgo,2018,Government sector,0.31,LUX
Hungary,Hungría,2018,Government sector,0.16,HUN
Malta,Malta,2018,Government sector,0.01,MLT
Netherlands,Países Bajos,2018,Government sector,0.12,NLD
Austria,Austria,2018,Government sector,0.22,AUT
Poland,Polonia,2018,Government sector,0.02,POL
Portugal,Portugal,2018,Government sector,0.07,PRT
Romania,Rumanía,2018,Government sector,0.15,ROU
Slovenia,Eslovenia,2018,Government sector,0.27,SVN
Slovakia,Eslovaquia,2018,Government sector,0.18,SVK
Finland,Finlandia,2018,Government sector,0.23,FIN
Sweden,Suecia,2018,Government sector,0.12,SWE
Iceland,Islandia,2018,Government sector,0.08,ISL
Norway,Noruega,2018,Government sector,0.28,NOR
United Kingdom,Reino Unido,2018,Government sector,0.11,GBR
Montenegro,Montenegro,2018,Government sector,0.13,MNE
North Macedonia,Macedonia del Norte,2018,Government sector,0.04,MKD
Serbia,Serbia,2018,Government sector,0.25,SRB
Türkiye,Turquía,2018,Government sector,0.09,TUR
Russia,Rusia,2018,Government sector,0.34,RUS
United States,Estados Unidos,2018,Government sector,0.29,USA
China except Hong Kong,China (excepto Hong Kong),2018,Government sector,0.32,CHN
Japan,Japón,2018,Government sector,0.25,JPN
South Korea,Corea del Sur,2018,Government sector,0.43,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2019,Government sector,0.25,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2019,Government sector,0.27,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2019,Government sector,0.27,EMU
Belgium,Bélgica,2019,Government sector,0.28,BEL
Bulgaria,Bulgaria,2019,Government sector,0.21,BGR
Czechia,Chequia,2019,Government sector,0.31,CZE
Denmark,Dinamarca,2019,Government sector,0.09,DNK
Germany,Alemania,2019,Government sector,0.42,DEU
Estonia,Estonia,2019,Government sector,0.16,EST
Ireland,Irlanda,2019,Government sector,0.05,IRL
Greece,Grecia,2019,Government sector,0.28,GRC
Spain,España,2019,Government sector,0.21,ESP
France,Francia,2019,Government sector,0.27,FRA
Croatia,Croacia,2019,Government sector,0.2,HRV
Italy,Italia,2019,Government sector,0.18,ITA
Cyprus,Chipre,2019,Government sector,0.05,CYP
Latvia,Letonia,2019,Government sector,0.12,LVA
Lithuania,Lituania,2019,Government sector,0.2,LTU
Luxembourg,Luxemburgo,2019,Government sector,0.28,LUX
Hungary,Hungría,2019,Government sector,0.15,HUN
Malta,Malta,2019,Government sector,0.01,MLT
Netherlands,Países Bajos,2019,Government sector,0.12,NLD
Austria,Austria,2019,Government sector,0.23,AUT
Poland,Polonia,2019,Government sector,0.02,POL
Portugal,Portugal,2019,Government sector,0.07,PRT
Romania,Rumanía,2019,Government sector,0.15,ROU
Slovenia,Eslovenia,2019,Government sector,0.28,SVN
Slovakia,Eslovaquia,2019,Government sector,0.16,SVK
Finland,Finlandia,2019,Government sector,0.23,FIN
Sweden,Suecia,2019,Government sector,0.15,SWE
Iceland,Islandia,2019,Government sector,0.08,ISL
Norway,Noruega,2019,Government sector,0.27,NOR
Switzerland,Suiza,2019,Government sector,0.03,CHE
United Kingdom,Reino Unido,2019,Government sector,0.12,GBR
Bosnia and Herzegovina,Bosnia y Herzegovina,2019,Government sector,0.01,BIH
Montenegro,Montenegro,2019,Government sector,0.18,MNE
North Macedonia,Macedonia del Norte,2019,Government sector,0.03,MKD
Serbia,Serbia,2019,Government sector,0.22,SRB
Türkiye,Turquía,2019,Government sector,0.07,TUR
Russia,Rusia,2019,Government sector,0.29,RUS
United States,Estados Unidos,2019,Government sector,0.3,USA
China except Hong Kong,China (excepto Hong Kong),2019,Government sector,0.35,CHN
Japan,Japón,2019,Government sector,0.25,JPN
South Korea,Corea del Sur,2019,Government sector,0.44,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2020,Government sector,0.27,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2020,Government sector,0.29,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2020,Government sector,0.29,EMU
Belgium,Bélgica,2020,Government sector,0.3,BEL
Bulgaria,Bulgaria,2020,Government sector,0.22,BGR
Czechia,Chequia,2020,Government sector,0.33,CZE
Denmark,Dinamarca,2020,Government sector,0.1,DNK
Germany,Alemania,2020,Government sector,0.45,DEU
Estonia,Estonia,2020,Government sector,0.17,EST
Ireland,Irlanda,2020,Government sector,0.04,IRL
Greece,Grecia,2020,Government sector,0.32,GRC
Spain,España,2020,Government sector,0.24,ESP
France,Francia,2020,Government sector,0.27,FRA
Croatia,Croacia,2020,Government sector,0.25,HRV
Italy,Italia,2020,Government sector,0.2,ITA
Cyprus,Chipre,2020,Government sector,0.05,CYP
Latvia,Letonia,2020,Government sector,0.13,LVA
Lithuania,Lituania,2020,Government sector,0.18,LTU
Luxembourg,Luxemburgo,2020,Government sector,0.28,LUX
Hungary,Hungría,2020,Government sector,0.16,HUN
Malta,Malta,2020,Government sector,0.01,MLT
Netherlands,Países Bajos,2020,Government sector,0.13,NLD
Austria,Austria,2020,Government sector,0.24,AUT
Poland,Polonia,2020,Government sector,0.03,POL
Portugal,Portugal,2020,Government sector,0.08,PRT
Romania,Rumanía,2020,Government sector,0.15,ROU
Slovenia,Eslovenia,2020,Government sector,0.3,SVN
Slovakia,Eslovaquia,2020,Government sector,0.18,SVK
Finland,Finlandia,2020,Government sector,0.22,FIN
Sweden,Suecia,2020,Government sector,0.15,SWE
Iceland,Islandia,2020,Government sector,0.09,ISL
Norway,Noruega,2020,Government sector,0.28,NOR
Bosnia and Herzegovina,Bosnia y Herzegovina,2020,Government sector,0.01,BIH
North Macedonia,Macedonia del Norte,2020,Government sector,0.04,MKD
Serbia,Serbia,2020,Government sector,0.25,SRB
Türkiye,Turquía,2020,Government sector,0.07,TUR
United States,Estados Unidos,2020,Government sector,0.32,USA
China except Hong Kong,China (excepto Hong Kong),2020,Government sector,0.38,CHN
Japan,Japón,2020,Government sector,0.27,JPN
South Korea,Corea del Sur,2020,Government sector,0.46,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2021,Government sector,0.26,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2021,Government sector,0.28,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2021,Government sector,0.28,EMU
Belgium,Bélgica,2021,Government sector,0.29,BEL
Bulgaria,Bulgaria,2021,Government sector,0.21,BGR
Czechia,Chequia,2021,Government sector,0.32,CZE
Denmark,Dinamarca,2021,Government sector,0.09,DNK
Germany,Alemania,2021,Government sector,0.46,DEU
Estonia,Estonia,2021,Government sector,0.16,EST
Ireland,Irlanda,2021,Government sector,0.04,IRL
Greece,Grecia,2021,Government sector,0.32,GRC
Spain,España,2021,Government sector,0.24,ESP
France,Francia,2021,Government sector,0.26,FRA
Croatia,Croacia,2021,Government sector,0.26,HRV
Italy,Italia,2021,Government sector,0.2,ITA
Cyprus,Chipre,2021,Government sector,0.05,CYP
Latvia,Letonia,2021,Government sector,0.14,LVA
Lithuania,Lituania,2021,Government sector,0.17,LTU
Luxembourg,Luxemburgo,2021,Government sector,0.25,LUX
Hungary,Hungría,2021,Government sector,0.17,HUN
Malta,Malta,2021,Government sector,0.01,MLT
Netherlands,Países Bajos,2021,Government sector,0.12,NLD
Austria,Austria,2021,Government sector,0.25,AUT
Poland,Polonia,2021,Government sector,0.03,POL
Portugal,Portugal,2021,Government sector,0.08,PRT
Romania,Rumanía,2021,Government sector,0.14,ROU
Slovenia,Eslovenia,2021,Government sector,0.29,SVN
Slovakia,Eslovaquia,2021,Government sector,0.17,SVK
Finland,Finlandia,2021,Government sector,0.22,FIN
Sweden,Suecia,2021,Government sector,0.15,SWE
Iceland,Islandia,2021,Government sector,0.08,ISL
Norway,Noruega,2021,Government sector,0.25,NOR
Switzerland,Suiza,2021,Government sector,0.03,CHE
Bosnia and Herzegovina,Bosnia y Herzegovina,2021,Government sector,0.01,BIH
Serbia,Serbia,2021,Government sector,0.25,SRB
Türkiye,Turquía,2021,Government sector,0.06,TUR
United States,Estados Unidos,2021,Government sector,0.29,USA
China except Hong Kong,China (excepto Hong Kong),2021,Government sector,0.37,CHN
Japan,Japón,2021,Government sector,0.27,JPN
South Korea,Corea del Sur,2021,Government sector,0.45,KOR
European Union - 27 countries (from 2020),Unión Europea (27 países),2022,Government sector,0.24,EUU
Euro area – 20 countries (from 2023),Zona Euro (20 países),2022,Government sector,0.25,EMU
Euro area - 19 countries  (2015-2022),Zona Euro (19 países),2022,Government sector,0.25,EMU
Belgium,Bélgica,2022,Government sector,0.29,BEL
Bulgaria,Bulgaria,2022,Government sector,0.19,BGR
Czechia,Chequia,2022,Government sector,0.3,CZE
Denmark,Dinamarca,2022,Government sector,0.09,DNK
Germany,Alemania,2022,Government sector,0.37,DEU
